airline,flight,source_city,destination_city,one_way,stops,class,class_code,capacity,duration,departure_time,arrival_time,days_left,season_label,weekday,hour,departure_period,season_base_mult,event_mult,weekday_mult,period_mult,stop_mult,demand_index,base_price,price,seat_sold,residual_capacity,optimal_price,optimal_revenue,expected_units,kept_current_price,current_expected_revenue,pct_change_vs_current_price
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2025-04-21 21:09:00,2025-04-22 07:27:00,82,Spring,0,21,Evening,1.06,1.06,1.0,1.05,0.97,1.056,850.0,856.8,11,19,1062.5,1853.0479538207346,1.7440451330077502,False,1774.993479950956,24.007936507936513
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2025-04-21 21:09:00,2025-04-22 07:27:00,73,Spring,0,21,Evening,1.06,1.06,1.0,1.05,0.97,1.091,250.0,237.16,103,137,225.0,4134.483038316279,18.375480170294573,False,4048.3462040440304,-5.1273401922752555
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2025-04-21 21:09:00,2025-04-22 07:27:00,82,Spring,0,21,Evening,1.06,1.06,1.0,1.05,0.97,0.857,1900.0,1863.46,2,6,2090.0,1064.756320234279,0.5094527848010905,False,1005.3959259116259,12.156955341139598
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2025-04-21 22:52:00,2025-04-22 09:04:00,161,Spring,0,22,Evening,1.06,1.06,1.0,1.05,0.97,1.065,850.0,668.63,4,26,935.0000000000001,2400.7823371270497,2.567681643986149,False,2245.0583697672,39.838176570001366
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2025-04-21 22:52:00,2025-04-22 09:04:00,16,Spring,0,22,Evening,1.06,1.06,1.0,1.05,0.97,1.14,250.0,350.0,159,81,225.0,4199.471196689805,18.664316429732466,False,3519.171212528649,-35.714285714285715
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),First,2,8,10.2,2025-04-21 22:52:00,2025-04-22 09:04:00,85,Spring,0,22,Evening,1.06,1.06,1.0,1.05,0.97,1.012,1900.0,2143.67,2,6,2143.67,1266.7887194179018,0.5909439043406409,True,1266.7887194179018,0.0
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2025-04-25 05:27:00,2025-04-25 15:45:00,180,Spring,4,5,Dawn,1.06,1.06,1.07,0.97,0.97,1.067,250.0,211.35,4,236,211.35,6734.72907558224,31.86529016125971,True,6734.72907558224,0.0
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2025-04-25 05:27:00,2025-04-25 15:45:00,96,Spring,4,5,Dawn,1.06,1.06,1.07,0.97,0.97,1.018,1900.0,2253.37,1,7,2253.37,1503.3652679928155,0.6671630792958172,True,1503.3652679928155,0.0
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2025-04-25 05:27:00,2025-04-25 15:45:00,159,Spring,4,5,Dawn,1.06,1.06,1.07,0.97,0.97,0.994,850.0,756.6,8,22,935.0000000000001,1896.1549545555742,2.0279732134284214,False,1817.543318331648,23.579169970922557
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Business,1,30,10.2,2025-04-25 07:33:00,2025-04-25 17:45:00,81,Spring,4,7,Morning,1.06,1.06,1.07,1.03,0.97,1.08,850.0,618.78,11,19,1062.5,1898.7586415897595,1.7870669567903619,False,1704.1633823444758,71.70884643976858
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Economy,0,240,10.2,2025-04-25 07:33:00,2025-04-25 17:45:00,169,Spring,4,7,Morning,1.06,1.06,1.07,1.03,0.97,1.187,250.0,158.45,24,216,158.45,7696.378714611957,48.57291710073813,True,7696.378714611957,0.0
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),First,2,8,10.2,2025-04-25 07:33:00,2025-04-25 17:45:00,169,Spring,4,7,Morning,1.06,1.06,1.07,1.03,0.97,1.022,1900.0,1363.87,0,8,2090.0,1630.0978376014655,0.7799511184696007,False,1316.8218269801744,53.2404114761671
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Business,1,30,10.1,2025-04-25 08:21:00,2025-04-25 18:27:00,57,Spring,4,8,Morning,1.06,1.06,1.07,1.03,0.97,1.102,850.0,991.53,14,16,1062.5,1772.782275722726,1.668500965386095,False,1748.4402073534943,7.157625084465425
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),First,2,8,10.1,2025-04-25 08:21:00,2025-04-25 18:27:00,176,Spring,4,8,Morning,1.06,1.06,1.07,1.03,0.97,0.959,1900.0,1300.0,0,8,2090.0,1529.3806662022726,0.7317610843073075,False,1206.1855707164007,60.76923076923077
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Economy,0,240,10.1,2025-04-25 08:21:00,2025-04-25 18:27:00,46,Spring,4,8,Morning,1.06,1.06,1.07,1.03,0.97,1.379,250.0,350.0,115,125,225.0,5477.877945296832,24.346124201319252,False,4590.480436210537,-35.714285714285715
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2025-04-25 11:04:00,2025-04-25 21:16:00,66,Spring,4,11,Morning,1.06,1.06,1.07,1.03,0.97,1.355,250.0,183.95,127,113,183.95,4697.123608618561,25.53478449914956,True,4697.123608618561,0.0
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2025-04-25 11:04:00,2025-04-25 21:16:00,131,Spring,4,11,Morning,1.06,1.06,1.07,1.03,0.97,1.159,850.0,793.26,5,25,935.0000000000001,2518.8763734100917,2.6939854261070497,False,2437.4046861626166,17.86803822202054
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),First,2,8,10.2,2025-04-25 11:04:00,2025-04-25 21:16:00,104,Spring,4,11,Morning,1.06,1.06,1.07,1.03,0.97,0.953,1900.0,2269.88,2,6,2269.88,1203.1048757390365,0.5300301671185421,True,1203.1048757390365,0.0
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2025-04-25 16:36:00,2025-04-26 00:30:00,39,Spring,4,16,Afternoon,1.06,1.06,1.07,1.06,1.12,1.425,250.0,189.77,145,95,189.77,4908.497310134073,25.86550724631961,True,4908.497310134073,0.0
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2025-04-25 16:36:00,2025-04-26 00:30:00,70,Spring,4,16,Afternoon,1.06,1.06,1.07,1.06,1.12,1.269,850.0,1100.0,9,21,1100.0,2552.8197176699637,2.3207451978817852,True,2552.8197176699637,0.0
Oman Air,WY101,Muscat,London (LHR),True,Direct,First,2,8,7.9,2025-04-25 16:36:00,2025-04-26 00:30:00,113,Spring,4,16,Afternoon,1.06,1.06,1.07,1.06,1.12,1.255,1900.0,1871.37,1,7,2090.0,1765.3462849841724,0.8446632942508002,False,1670.461983649483,11.68288473150687
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2025-04-25 22:23:00,2025-04-26 08:23:00,123,Spring,4,22,Evening,1.06,1.06,1.07,1.05,0.97,0.988,1900.0,1478.73,1,7,2090.0,1385.2185115217756,0.6627839768046773,False,1165.1707815739508,41.337499070148034
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2025-04-25 22:23:00,2025-04-26 08:23:00,71,Spring,4,22,Evening,1.06,1.06,1.07,1.05,0.97,1.138,850.0,749.53,10,20,1062.5,2158.456873836372,2.0314888224342322,False,2012.9611454295855,41.75550011340441
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2025-04-25 22:23:00,2025-04-26 08:23:00,64,Spring,4,22,Evening,1.06,1.06,1.07,1.05,0.97,1.291,250.0,188.41,114,126,188.41,4981.815533116065,26.441354137869887,True,4981.815533116065,0.0
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Business,1,30,10.1,2025-04-27 08:43:00,2025-04-27 18:49:00,162,Spring,6,8,Morning,1.06,1.06,1.0,1.03,0.97,1.089,850.0,662.2,2,28,935.0000000000001,2643.6231336922438,2.827404421061223,False,2467.3744129844513,41.19601328903655
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),First,2,8,10.1,2025-04-27 08:43:00,2025-04-27 18:49:00,164,Spring,6,8,Morning,1.06,1.06,1.0,1.03,0.97,0.975,1900.0,1300.0,0,8,2090.0,1555.3590002508604,0.744190909210938,False,1226.6740549591543,60.76923076923077
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Economy,0,240,10.1,2025-04-27 08:43:00,2025-04-27 18:49:00,114,Spring,6,8,Morning,1.06,1.06,1.0,1.03,0.97,0.942,250.0,150.0,54,186,150.0,5416.333680262882,36.10889120175255,True,5416.333680262882,0.0
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2025-04-27 09:39:00,2025-04-27 17:33:00,147,Spring,6,9,Morning,1.06,1.06,1.0,1.03,1.12,1.284,250.0,292.51,17,223,220.0,7545.458929539122,34.29754058881419,False,6732.842337544456,-24.788896106116027
Oman Air,WY101,Muscat,London (LHR),True,Direct,First,2,8,7.9,2025-04-27 09:39:00,2025-04-27 17:33:00,148,Spring,6,9,Morning,1.06,1.06,1.0,1.03,1.12,1.002,1900.0,2204.71,0,8,2204.71,1643.0338176239693,0.7452380665139493,True,1643.0338176239693,0.0
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2025-04-27 09:39:00,2025-04-27 17:33:00,141,Spring,6,9,Morning,1.06,1.06,1.0,1.03,1.12,1.212,850.0,600.0,5,25,935.0000000000001,2630.5252554052263,2.813395995085803,False,2407.190183421877,55.83333333333336
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2025-04-27 10:31:00,2025-04-27 20:31:00,176,Spring,6,10,Morning,1.06,1.06,1.0,1.03,0.97,1.151,250.0,238.58,4,236,220.0,7149.757704972446,32.498898658965665,False,6921.604547064288,-7.787744152904692
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2025-04-27 10:31:00,2025-04-27 20:31:00,69,Spring,6,10,Morning,1.06,1.06,1.0,1.03,0.97,1.033,850.0,952.22,10,20,1062.5,1971.8458056156333,1.8558548758735371,False,1929.0994758240843,11.58135724937514
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2025-04-27 10:31:00,2025-04-27 20:31:00,151,Spring,6,10,Morning,1.06,1.06,1.0,1.03,0.97,0.955,1900.0,1585.77,0,8,2090.0,1524.372257608698,0.7293647165591857,False,1327.8162889646287,31.797171090385113
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Business,1,30,10.2,2025-04-27 19:44:00,2025-04-28 05:56:00,149,Spring,6,19,Evening,1.06,1.06,1.0,1.05,0.97,1.135,850.0,692.39,6,24,935.0000000000001,2363.250902217494,2.5275410718903677,False,2225.4491098449707,35.0395008593423
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Economy,0,240,10.2,2025-04-27 19:44:00,2025-04-28 05:56:00,78,Spring,6,19,Evening,1.06,1.06,1.0,1.05,0.97,1.177,250.0,334.62,86,154,225.0,4951.566493210391,22.00696219204618,False,4224.690175262486,-32.75954814416353
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),First,2,8,10.2,2025-04-27 19:44:00,2025-04-28 05:56:00,153,Spring,6,19,Evening,1.06,1.06,1.0,1.05,0.97,1.019,1900.0,1394.07,1,7,2090.0,1423.0423747405055,0.6808815190145959,False,1162.2163483340712,49.92073568759101
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2025-04-27 20:53:00,2025-04-28 07:11:00,63,Spring,6,20,Evening,1.06,1.06,1.0,1.05,0.97,1.094,850.0,1072.54,10,20,1072.54,2140.485500114259,1.9957162437897507,True,2140.485500114259,0.0
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2025-04-27 20:53:00,2025-04-28 07:11:00,14,Spring,6,20,Evening,1.06,1.06,1.0,1.05,0.97,0.878,1900.0,2500.0,3,5,2500.0,1718.7081067607883,0.6874832427043153,True,1718.7081067607883,0.0
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2025-04-27 20:53:00,2025-04-28 07:11:00,165,Spring,6,20,Evening,1.06,1.06,1.0,1.05,0.97,1.228,250.0,227.76,4,236,220.0,7630.086557632798,34.68221162560363,False,7525.018213019341,-3.407095187917102
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),First,2,8,10.2,2025-04-27 22:26:00,2025-04-28 08:38:00,106,Spring,6,22,Evening,1.06,1.06,1.0,1.05,0.97,1.023,1900.0,2352.31,1,7,2352.31,1531.9481631074434,0.6512526678488139,True,1531.9481631074434,0.0
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2025-04-27 22:26:00,2025-04-28 08:38:00,47,Spring,6,22,Evening,1.06,1.06,1.0,1.05,0.97,1.038,250.0,180.33,144,96,180.33,3432.1682271052523,19.03270796376228,True,3432.1682271052523,0.0
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2025-04-27 22:26:00,2025-04-28 08:38:00,131,Spring,6,22,Evening,1.06,1.06,1.0,1.05,0.97,1.077,850.0,600.0,7,23,935.0000000000001,2153.411100802118,2.303113476793709,False,1970.5836513339332,55.83333333333336
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),First,2,8,10.2,2025-04-29 09:02:00,2025-04-29 19:14:00,21,Spring,1,9,Morning,1.06,1.06,0.96,1.03,0.97,0.923,1900.0,1713.91,4,4,2280.0,1246.505831837704,0.5467130841393438,False,1080.7391833835984,33.02915555659281
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2025-04-29 09:02:00,2025-04-29 19:14:00,143,Spring,1,9,Morning,1.06,1.06,0.96,1.03,0.97,1.062,250.0,228.53,62,178,225.0,4938.603765441235,21.94935006862771,False,4907.947433690123,-1.5446549687130797
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2025-04-29 09:02:00,2025-04-29 19:14:00,16,Spring,1,9,Morning,1.06,1.06,0.96,1.03,0.97,1.07,850.0,811.74,18,12,1062.5,1990.341891228888,1.8732629564507182,False,1886.0156210765651,30.89166481878434
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Business,1,30,10.1,2025-04-29 11:26:00,2025-04-29 21:32:00,128,Spring,1,11,Morning,1.06,1.06,0.96,1.03,0.97,0.957,850.0,616.87,8,22,935.0000000000001,1831.292127308399,1.9586012056774318,False,1685.132428489474,51.57164394442915
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Economy,0,240,10.1,2025-04-29 11:26:00,2025-04-29 21:32:00,54,Spring,1,11,Morning,1.06,1.06,0.96,1.03,0.97,1.105,250.0,214.23,116,124,214.23,4194.445123167442,19.579167825082585,True,4194.445123167442,0.0
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),First,2,8,10.1,2025-04-29 11:26:00,2025-04-29 21:32:00,82,Spring,1,11,Morning,1.06,1.06,0.96,1.03,0.97,0.947,1900.0,2435.72,2,6,2435.72,1270.1643577464886,0.5214738794879907,True,1270.1643577464886,0.0
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2025-04-29 15:50:00,2025-04-30 01:50:00,172,Spring,1,15,Afternoon,1.06,1.06,0.96,1.06,0.97,1.04,850.0,655.38,4,26,935.0000000000001,2343.6673348790164,2.5065960800845093,False,2182.8921630182913,42.66532393420613
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2025-04-29 15:50:00,2025-04-30 01:50:00,55,Spring,1,15,Afternoon,1.06,1.06,0.96,1.06,0.97,1.081,250.0,273.32,117,123,225.0,3967.15140211632,17.631784009405866,False,3670.144957027904,-17.678911166398358
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2025-04-29 15:50:00,2025-04-30 01:50:00,174,Spring,1,15,Afternoon,1.06,1.06,0.96,1.06,0.97,0.949,1900.0,1396.29,0,8,2090.0,1513.4905472979917,0.72415815660191,False,1237.070309426728,49.68237257303282
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2025-04-29 18:55:00,2025-04-30 05:13:00,74,Spring,1,18,Afternoon,1.06,1.06,0.96,1.06,0.97,1.144,850.0,1095.24,11,19,1095.24,2056.189959090519,1.8773875671912268,True,2056.189959090519,0.0
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2025-04-29 18:55:00,2025-04-30 05:13:00,126,Spring,1,18,Afternoon,1.06,1.06,0.96,1.06,0.97,0.922,1900.0,1300.0,1,7,2090.0,1291.7700150907988,0.6180717775554061,False,1018.7877925485401,60.76923076923077
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2025-04-29 18:55:00,2025-04-30 05:13:00,69,Spring,1,18,Afternoon,1.06,1.06,0.96,1.06,0.97,1.179,250.0,261.65,116,124,225.0,4093.739473714627,18.194397660953896,False,3853.9396732477585,-14.007261609019675
Oman Air,WY101,Muscat,London (LHR),True,Direct,First,2,8,7.9,2025-04-29 19:25:00,2025-04-30 03:19:00,159,Spring,1,19,Evening,1.06,1.06,0.96,1.05,1.12,1.086,1900.0,1536.24,0,8,2090.0,1732.754570193003,0.8290691723411497,False,1485.571107686013,36.046451075352806
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2025-04-29 19:25:00,2025-04-30 03:19:00,10,Spring,1,19,Evening,1.06,1.06,0.96,1.05,1.12,1.28,250.0,350.0,145,95,225.0,6043.961866053362,26.862052738014945,False,5064.860696128029,-35.714285714285715
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2025-04-29 19:25:00,2025-04-30 03:19:00,37,Spring,1,19,Evening,1.06,1.06,0.96,1.05,1.12,1.179,850.0,1073.15,13,17,1073.15,2367.0344304413175,2.2056883291630407,True,2367.0344304413175,0.0
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),First,2,8,10.2,2025-04-29 21:39:00,2025-04-30 07:51:00,87,Spring,1,21,Evening,1.06,1.06,0.96,1.05,0.97,0.941,1900.0,1971.75,2,6,2090.0,1159.5065811534935,0.5547878378724849,False,1126.2271680706517,5.99721059972106
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Economy,0,240,10.2,2025-04-29 21:39:00,2025-04-30 07:51:00,9,Spring,1,21,Evening,1.06,1.06,0.96,1.05,0.97,1.158,250.0,233.85,183,57,225.0,3329.5649008939213,14.798066226195205,False,3278.5781654691914,-3.784477228992942
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Business,1,30,10.2,2025-04-29 21:39:00,2025-04-30 07:51:00,149,Spring,1,21,Evening,1.06,1.06,0.96,1.05,0.97,0.977,850.0,752.4,5,25,935.0000000000001,2119.0309576601435,2.266343270224752,False,2028.919128765095,24.269005847953235
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2025-04-30 06:51:00,2025-04-30 16:51:00,174,Spring,2,6,Dawn,1.06,1.06,0.96,0.97,0.97,0.919,850.0,885.9,2,28,935.0000000000001,2230.203922812956,2.385244837233108,False,2206.27271219242,5.542386273845822
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2025-04-30 06:51:00,2025-04-30 16:51:00,9,Spring,2,6,Dawn,1.06,1.06,0.96,0.97,0.97,1.014,250.0,289.18,152,88,225.0,4501.16254941318,20.0051668862808,False,4071.2746651673215,-22.193789335362062
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2025-04-30 06:51:00,2025-04-30 16:51:00,83,Spring,2,6,Dawn,1.06,1.06,0.96,0.97,0.97,0.918,1900.0,1949.23,2,6,2090.0,1138.4821783406594,0.5447283149955308,False,1099.4731727096994,7.221826054390707
Oman Air,WY101,Muscat,London (LHR),True,Direct,First,2,8,7.9,2025-04-30 07:21:00,2025-04-30 15:15:00,70,Spring,2,7,Morning,1.06,1.06,0.96,1.03,1.12,1.076,1900.0,1915.81,2,6,2090.0,1377.0160949765805,0.6588593755868806,False,1318.3845086342099,9.092237748002155
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2025-04-30 07:21:00,2025-04-30 15:15:00,115,Spring,2,7,Morning,1.06,1.06,0.96,1.03,1.12,1.13,850.0,622.03,4,26,935.0000000000001,2564.7417198137837,2.7430392725281103,False,2363.978815673707,50.31429352282047
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2025-04-30 07:21:00,2025-04-30 15:15:00,136,Spring,2,7,Morning,1.06,1.06,0.96,1.03,1.12,1.132,250.0,169.75,63,177,169.75,5863.67445357556,34.54300119926692,True,5863.67445357556,0.0
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),First,2,8,10.2,2025-04-30 09:12:00,2025-04-30 19:24:00,42,Spring,2,9,Morning,1.06,1.06,0.96,1.03,0.97,0.903,1900.0,2082.07,2,6,2280.0,1422.934434327948,0.6240940501438369,False,1359.7689783661185,9.506404683800248
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Business,1,30,10.2,2025-04-30 09:12:00,2025-04-30 19:24:00,101,Spring,2,9,Morning,1.06,1.06,0.96,1.03,0.97,1.117,850.0,743.75,8,22,935.0000000000001,2161.5288967142687,2.3117956114591105,False,2064.8291344358827,25.71428571428573
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Economy,0,240,10.2,2025-04-30 09:12:00,2025-04-30 19:24:00,130,Spring,2,9,Morning,1.06,1.06,0.96,1.03,0.97,1.083,250.0,208.8,61,179,208.8,5227.176714792958,25.034371239429873,True,5227.176714792958,0.0
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2025-04-30 10:35:00,2025-04-30 20:53:00,159,Spring,2,10,Morning,1.06,1.06,0.96,1.03,0.97,1.062,850.0,600.0,3,27,935.0000000000001,2486.2971998777452,2.6591413902435774,False,2275.207280491605,55.83333333333336
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2025-04-30 10:35:00,2025-04-30 20:53:00,37,Spring,2,10,Morning,1.06,1.06,0.96,1.03,0.97,0.877,1900.0,1595.01,3,5,2280.0,1210.287209980119,0.5308277236754908,False,1012.2848225595411,42.9458122519608
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2025-04-30 10:35:00,2025-04-30 20:53:00,30,Spring,2,10,Morning,1.06,1.06,0.96,1.03,0.97,1.123,250.0,287.17,126,114,225.0,4799.903570559286,21.33290475804127,False,4353.613714395927,-21.649197339554973
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Economy,0,240,10.1,2025-04-30 13:17:00,2025-04-30 23:23:00,134,Spring,2,13,Afternoon,1.06,1.06,0.96,1.06,0.97,1.064,250.0,150.0,47,193,150.0,6316.230482406404,42.108203216042696,True,6316.230482406404,0.0
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Business,1,30,10.1,2025-04-30 13:17:00,2025-04-30 23:23:00,158,Spring,2,13,Afternoon,1.06,1.06,0.96,1.06,0.97,0.962,850.0,783.28,4,26,935.0000000000001,2168.8623829131457,2.319638912206573,False,2093.4041543436842,19.36982943519561
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),First,2,8,10.1,2025-04-30 13:17:00,2025-04-30 23:23:00,111,Spring,2,13,Afternoon,1.06,1.06,0.96,1.06,0.97,0.929,1900.0,2054.74,1,7,2090.0,1307.9203267248909,0.6257991993898999,False,1296.8405568786482,1.716032198721017
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2025-04-30 15:42:00,2025-05-01 01:54:00,121,Spring,2,15,Afternoon,1.06,1.06,0.96,1.06,0.97,1.092,250.0,252.64,60,180,225.0,5154.458979339543,22.908706574842412,False,4921.021357652017,-10.940468651044961
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2025-04-30 15:42:00,2025-05-01 01:54:00,162,Spring,2,15,Afternoon,1.06,1.06,0.96,1.06,0.97,0.967,850.0,683.04,4,26,935.0000000000001,2179.7839704607895,2.331319754503518,False,2047.1061352733261,36.88802998360274
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),First,2,8,10.2,2025-04-30 15:42:00,2025-05-01 01:54:00,14,Spring,2,15,Afternoon,1.06,1.06,0.96,1.06,0.97,0.981,1900.0,1518.55,3,5,2280.0,1833.893182751871,0.8043391152420487,False,1496.6531381942732,50.1432287379408
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2025-05-01 06:36:00,2025-05-01 14:30:00,157,Spring,3,6,Dawn,1.05,1.0,1.07,0.97,1.12,1.213,250.0,191.83,22,218,191.83,7356.522862411398,38.34917824329561,True,7356.522862411398,0.0
Oman Air,WY101,Muscat,London (LHR),True,Direct,First,2,8,7.9,2025-05-01 06:36:00,2025-05-01 14:30:00,179,Spring,3,6,Dawn,1.05,1.0,1.07,0.97,1.12,0.981,1900.0,1668.26,0,8,2090.0,1564.3867367363584,0.7485104003523246,False,1397.6642301439588,25.280232098114205
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2025-05-01 06:36:00,2025-05-01 14:30:00,66,Spring,3,6,Dawn,1.05,1.0,1.07,0.97,1.12,1.098,850.0,621.85,13,17,1062.5,1800.6543104624375,1.6947334686705293,False,1617.7137802243485,70.86114014633753
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2025-05-01 10:58:00,2025-05-01 20:58:00,40,Spring,3,10,Morning,1.05,1.0,1.07,1.03,0.97,1.119,250.0,277.22,126,114,225.0,4278.07402872398,19.013662349884353,False,3935.423539467272,-18.83702474568935
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2025-05-01 10:58:00,2025-05-01 20:58:00,139,Spring,3,10,Morning,1.05,1.0,1.07,1.03,0.97,0.903,1900.0,2104.25,1,7,2104.25,1266.8008561319832,0.6020201288497009,True,1266.8008561319832,0.0
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2025-05-01 10:58:00,2025-05-01 20:58:00,82,Spring,3,10,Morning,1.05,1.0,1.07,1.03,0.97,1.062,850.0,630.02,13,17,1062.5,1667.4106737579516,1.5693276929486604,False,1501.9229612311237,68.64543982730707
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2025-05-01 15:05:00,2025-05-02 01:17:00,12,Spring,3,15,Afternoon,1.05,1.0,1.07,1.06,0.97,1.059,850.0,832.27,16,14,1062.5,2438.351883543798,2.2949194198059275,False,2322.113482541933,27.662897857666383
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2025-05-01 15:05:00,2025-05-02 01:17:00,164,Spring,3,15,Afternoon,1.05,1.0,1.07,1.06,0.97,1.131,250.0,150.0,46,194,150.0,6733.330683015736,44.88887122010491,True,6733.330683015736,0.0
